account_name,poker,pkrdac
rangersalpha,7.3138 POKER,7.3138 PKRDAC
remsimanveng,1.1043 POKER,1.1043 PKRDAC
redbitwallet,1.0000 POKER,1.0000 PKRDAC
referrallink,1.0000 POKER,1.0000 PKRDAC
redone333333,1.9081 POKER,1.9081 PKRDAC
rhododendron,1.0947 POKER,1.0947 PKRDAC
recalcitrant,2.7813 POKER,2.7813 PKRDAC
rhamdanydhan,2.1391 POKER,2.1391 PKRDAC
retrypetry44,1.4112 POKER,1.4112 PKRDAC
reminiscence,1.0000 POKER,1.0000 PKRDAC
rhythmzhangq,2.0180 POKER,2.0180 PKRDAC
rollbamaroll,1.8106 POKER,1.8106 PKRDAC
roginlj12333,1.9129 POKER,1.9129 PKRDAC
rlatmdal1122,12.1058 POKER,12.1058 PKRDAC
rickandmorty,1.6052 POKER,1.6052 PKRDAC
robertmoore1,3.0428 POKER,3.0428 PKRDAC
rmjplaymoney,2547.2501 POKER,2547.2501 PKRDAC
ruan11223344,2.8181 POKER,2.8181 PKRDAC
rubiruski111,5.7010 POKER,5.7010 PKRDAC
rumexxinvest,5.0001 POKER,5.0001 PKRDAC
rxxxxxxxxxin,1.0400 POKER,1.0400 PKRDAC
ruweimingru1,1.1040 POKER,1.1040 PKRDAC
ryanhoryanho,2151.9215 POKER,2151.9215 PKRDAC
ryushiro1212,9.5424 POKER,9.5424 PKRDAC
rusyang55555,1.4530 POKER,1.4530 PKRDAC
ryanmarseos2,11.8129 POKER,11.8129 PKRDAC
sacredgspott,3.8197 POKER,3.8197 PKRDAC
samsungpharm,2.0247 POKER,2.0247 PKRDAC
rvrkingfishr,6.5260 POKER,6.5260 PKRDAC
savings.bank,1251.2227 POKER,1251.2227 PKRDAC
samueltaotzh,2.9086 POKER,2.9086 PKRDAC
sanaisanai55,6.9568 POKER,6.9568 PKRDAC
say12goodbey,1.2972 POKER,1.2972 PKRDAC
saveworld521,73.3834 POKER,73.3834 PKRDAC
saymooooooon,2.3702 POKER,2.3702 PKRDAC
sccdsbql5142,1.7003 POKER,1.7003 PKRDAC
scatter12345,269.7898 POKER,269.7898 PKRDAC
sdfghj123452,3.5843 POKER,3.5843 PKRDAC
scottowen112,1.2211 POKER,1.2211 PKRDAC
sendeos2mike,10.3737 POKER,10.3737 PKRDAC
seznamseznam,43591.6956 POKER,43591.6956 PKRDAC
seven1234321,7.2919 POKER,7.2919 PKRDAC
secryptodapp,309.8169 POKER,309.8169 PKRDAC
shashank1234,11.1483 POKER,11.1483 PKRDAC
shangyu12345,1.9256 POKER,1.9256 PKRDAC
shanghaiboss,1.8858 POKER,1.8858 PKRDAC
shacaixia151,780.8556 POKER,780.8556 PKRDAC
sgxiangtk123,1.9728 POKER,1.9728 PKRDAC
shaonian1115,1.0813 POKER,1.0813 PKRDAC
seyhmusdinc1,37982.7775 POKER,37982.7775 PKRDAC
shanghong111,1.3414 POKER,1.3414 PKRDAC
shark.x,44.3989 POKER,44.3989 PKRDAC
shiantilllee,7.1368 POKER,7.1368 PKRDAC
shenlanguxin,9.1158 POKER,9.1158 PKRDAC
shihaiming12,5.0762 POKER,5.0762 PKRDAC
shadowgyy111,1.0469 POKER,1.0469 PKRDAC
shenzhenbank,68.5000 POKER,68.5000 PKRDAC
shijianping1,1.4938 POKER,1.4938 PKRDAC
shihchengeos,2.2279 POKER,2.2279 PKRDAC
shenyu111111,19.6028 POKER,19.6028 PKRDAC
shoonashoona,4.5174 POKER,4.5174 PKRDAC
shixiaochens,2.0000 POKER,2.0000 PKRDAC
shishicaieos,17.4756 POKER,17.4756 PKRDAC
shenzhenvinh,24.6673 POKER,24.6673 PKRDAC
shine2myeosk,40458.6214 POKER,40458.6214 PKRDAC
shadowgyy123,2.2106 POKER,2.2106 PKRDAC
showingmercy,2.4250 POKER,2.4250 PKRDAC
shotgunwilly,130.1313 POKER,130.1313 PKRDAC
showshowshow,1.1040 POKER,1.1040 PKRDAC
shuyingxiang,1717.5967 POKER,1717.5967 PKRDAC
sineadxiang1,69.1600 POKER,69.1600 PKRDAC
silencelee11,2.2500 POKER,2.2500 PKRDAC
siriusastern,5.3686 POKER,5.3686 PKRDAC
shykisschina,9.9620 POKER,9.9620 PKRDAC
simplombiers,673.4282 POKER,673.4282 PKRDAC
siqiaoqiaole,391.2019 POKER,391.2019 PKRDAC
simonhsj1111,1.0953 POKER,1.0953 PKRDAC
sirsmokealot,28.4000 POKER,28.4000 PKRDAC
sjxmamingkun,1.0225 POKER,1.0225 PKRDAC
skr1skr1skr1,2.0000 POKER,2.0000 PKRDAC
sleepwalking,5.4375 POKER,5.4375 PKRDAC
slippydeniss,136.9429 POKER,136.9429 PKRDAC
slushfund222,1.7250 POKER,1.7250 PKRDAC
smartnetwork,4.2901 POKER,4.2901 PKRDAC
smokingdoobs,10.1210 POKER,10.1210 PKRDAC
sniperneti13,428.2313 POKER,428.2313 PKRDAC
soen11112222,21.3405 POKER,21.3405 PKRDAC
songmeina511,2.2782 POKER,2.2782 PKRDAC
songdobomber,1.8066 POKER,1.8066 PKRDAC
skypte123321,100.3357 POKER,100.3357 PKRDAC
songqingpi15,1.5000 POKER,1.5000 PKRDAC
slk333333cyd,38.6885 POKER,38.6885 PKRDAC
smurfaccount,2094.9744 POKER,2094.9744 PKRDAC
spadenspaden,3.0000 POKER,3.0000 PKRDAC
spainaccount,2.1147 POKER,2.1147 PKRDAC
spiderstores,214.3972 POKER,214.3972 PKRDAC
splishsplash,2.4424 POKER,2.4424 PKRDAC
spaninveos11,44.1896 POKER,44.1896 PKRDAC
sprizzolona1,22.3669 POKER,22.3669 PKRDAC
springflower,5097.2815 POKER,5097.2815 PKRDAC
sqjtlmsylddg,2.8536 POKER,2.8536 PKRDAC
ssssss.x,19.6852 POKER,19.6852 PKRDAC
ssooooooooss,1.0102 POKER,1.0102 PKRDAC
ssurmasgravy,316.9185 POKER,316.9185 PKRDAC
stanleyateos,2.2500 POKER,2.2500 PKRDAC
stanleyeos11,7.0332 POKER,7.0332 PKRDAC
starteosboot,2.0600 POKER,2.0600 PKRDAC
statdonation,1008.1777 POKER,1008.1777 PKRDAC
starinthesky,1.2166 POKER,1.2166 PKRDAC
storfadeking,1.2207 POKER,1.2207 PKRDAC
storwingstqq,1.1236 POKER,1.1236 PKRDAC
stevenchung1,39.1148 POKER,39.1148 PKRDAC
starlpzhcool,13812.3724 POKER,13812.3724 PKRDAC
sunflower211,5.0000 POKER,5.0000 PKRDAC
suhaihuiwall,59.8285 POKER,59.8285 PKRDAC
sugarbaby.x,1.7650 POKER,1.7650 PKRDAC
sunnybillion,5.0000 POKER,5.0000 PKRDAC
sunchengze22,7304.8885 POKER,7304.8885 PKRDAC
suhaihuiwell,2.5903 POKER,2.5903 PKRDAC
sunrk1234512,1.3050 POKER,1.3050 PKRDAC
suchdogewow1,1334.6103 POKER,1334.6103 PKRDAC
sunchengze12,14962.4115 POKER,14962.4115 PKRDAC
supremegjqgg,15.1548 POKER,15.1548 PKRDAC
superstarnoa,1.5569 POKER,1.5569 PKRDAC
superstarkru,2.3639 POKER,2.3639 PKRDAC
superman2222,1994.9693 POKER,1994.9693 PKRDAC
superxnumone,401.7379 POKER,401.7379 PKRDAC
superonefund,2.0646 POKER,2.0646 PKRDAC
swhaneostest,1.2590 POKER,1.2590 PKRDAC
sweden121212,3.5124 POKER,3.5124 PKRDAC
supersuperme,212.3001 POKER,212.3001 PKRDAC
swarovskipay,1390.2855 POKER,1390.2855 PKRDAC
supreme.e,1.4917 POKER,1.4917 PKRDAC
sylirenyi111,1.0000 POKER,1.0000 PKRDAC
sycbz1234512,29.2500 POKER,29.2500 PKRDAC
szszsz555555,1.8960 POKER,1.8960 PKRDAC
szszsz333333,1.0360 POKER,1.0360 PKRDAC
sxjcnrj12345,2.5711 POKER,2.5711 PKRDAC
szlwsaefmsdf,15771.2904 POKER,15771.2904 PKRDAC
szlwsaefmsd4,5712.0000 POKER,5712.0000 PKRDAC
szlwsaefmsd5,9326.8463 POKER,9326.8463 PKRDAC
tankisu152mm,1.4625 POKER,1.4625 PKRDAC
tangbo112233,1.2480 POKER,1.2480 PKRDAC
taibaitanbin,3.6787 POKER,3.6787 PKRDAC
suzhoujieeos,62.4000 POKER,62.4000 PKRDAC
tantuyuxxxxx,5.0000 POKER,5.0000 PKRDAC
tanyaraye123,69.1856 POKER,69.1856 PKRDAC
tanyamacchia,60.1751 POKER,60.1751 PKRDAC
taoyunf33333,3.0970 POKER,3.0970 PKRDAC
tangweiming1,6.6550 POKER,6.6550 PKRDAC
tayobus42131,106.8343 POKER,106.8343 PKRDAC
tangtui11342,121.2200 POKER,121.2200 PKRDAC
telegramhack,8.0271 POKER,8.0271 PKRDAC
thank1234abc,1.0457 POKER,1.0457 PKRDAC
testkauffman,1791.4201 POKER,1791.4201 PKRDAC
technicatooo,10036.0643 POKER,10036.0643 PKRDAC
teenteenteen,1.2800 POKER,1.2800 PKRDAC
thanks121112,1.0600 POKER,1.0600 PKRDAC
theaccountid,343.6095 POKER,343.6095 PKRDAC
templeofcats,1.0017 POKER,1.0017 PKRDAC
thebestofyou,4.4287 POKER,4.4287 PKRDAC
thekellygang,1219.1339 POKER,1219.1339 PKRDAC
thelivedrama,4.2500 POKER,4.2500 PKRDAC
thanks121113,2.4789 POKER,2.4789 PKRDAC
thierrystoud,8.4008 POKER,8.4008 PKRDAC
therealcreon,10.0000 POKER,10.0000 PKRDAC
thevolunteer,3.5417 POKER,3.5417 PKRDAC
thesurferman,2.8365 POKER,2.8365 PKRDAC
thisisnumber,5.0001 POKER,5.0001 PKRDAC
thoughtfully,6.0000 POKER,6.0000 PKRDAC
tiananmen123,45.1083 POKER,45.1083 PKRDAC
tianyingchun,6.3511 POKER,6.3511 PKRDAC
tibiznesssss,425.1489 POKER,425.1489 PKRDAC
tidewang1234,50.1525 POKER,50.1525 PKRDAC
tiefenthaler,214.8443 POKER,214.8443 PKRDAC
tivrivtivriv,1.7541 POKER,1.7541 PKRDAC
titleholder1,9.8750 POKER,9.8750 PKRDAC
tmclxy121314,3.2759 POKER,3.2759 PKRDAC
tnargtnargte,50.0000 POKER,50.0000 PKRDAC
todotodotodo,4.6262 POKER,4.6262 PKRDAC
token1112233,1.2142 POKER,1.2142 PKRDAC
tokenkingdom,1562.7781 POKER,1562.7781 PKRDAC
tkgkwwq11211,6.0764 POKER,6.0764 PKRDAC
tomlonlon321,2.7000 POKER,2.7000 PKRDAC
tokenfriends,95.6837 POKER,95.6837 PKRDAC
tokentrader1,1.2500 POKER,1.2500 PKRDAC
tommy521anny,28.4061 POKER,28.4061 PKRDAC
tommysguitar,2.5000 POKER,2.5000 PKRDAC
tongchengeos,4.2196 POKER,4.2196 PKRDAC
tonyeoseos12,3.8128 POKER,3.8128 PKRDAC
toptoptopone,1.0318 POKER,1.0318 PKRDAC
tongtongfafa,185.7953 POKER,185.7953 PKRDAC
tothemoonkey,1.8077 POKER,1.8077 PKRDAC
tonic1234512,18041.7841 POKER,18041.7841 PKRDAC
tpzjstkfkd12,7.4873 POKER,7.4873 PKRDAC
tpcandiesbox,8.8970 POKER,8.8970 PKRDAC
travelblog12,27.9785 POKER,27.9785 PKRDAC
tpcandyboxnb,43.2000 POKER,43.2000 PKRDAC
tribesmanltd,5.0001 POKER,5.0001 PKRDAC
transaction5,2.6061 POKER,2.6061 PKRDAC
tommygun4444,63917.1509 POKER,63917.1509 PKRDAC
troyskeepr4u,35.4942 POKER,35.4942 PKRDAC
tsoooooooooo,2.0000 POKER,2.0000 PKRDAC
tristantong1,41.7606 POKER,41.7606 PKRDAC
tsponheimeos,2252.6044 POKER,2252.6044 PKRDAC
tubatueos111,1.1118 POKER,1.1118 PKRDAC
tuoyoojordan,5.0000 POKER,5.0000 PKRDAC
travpholeral,39.8388 POKER,39.8388 PKRDAC
txeosmoneker,3.2500 POKER,3.2500 PKRDAC
tzhuihaishen,1.0205 POKER,1.0205 PKRDAC
uchennanoble,5.0000 POKER,5.0000 PKRDAC
tyh1212gjx12,9482.7142 POKER,9482.7142 PKRDAC
ttlovenannan,5.9417 POKER,5.9417 PKRDAC
tzq123451234,1.7120 POKER,1.7120 PKRDAC
uddinnasir24,452.6348 POKER,452.6348 PKRDAC
unknowntoken,1.6805 POKER,1.6805 PKRDAC
unsoleil1234,595.4338 POKER,595.4338 PKRDAC
umber111eos1,6.2737 POKER,6.2737 PKRDAC
uniqueaffair,5.0000 POKER,5.0000 PKRDAC
uofuuuuleesk,3.6036 POKER,3.6036 PKRDAC
unnoned12345,1.3567 POKER,1.3567 PKRDAC
uwerui111222,1.0000 POKER,1.0000 PKRDAC
uzitenenbaum,199.8000 POKER,199.8000 PKRDAC
udonotknowme,129.2907 POKER,129.2907 PKRDAC
vhalaeosacct,5.9911 POKER,5.9911 PKRDAC
vincentchen1,10.5708 POKER,10.5708 PKRDAC
vincent.x,55000.0000 POKER,55000.0000 PKRDAC
vince.x,14985.0000 POKER,14985.0000 PKRDAC
vip.game,4.0780 POKER,4.0780 PKRDAC
vincentlam11,13306.1757 POKER,13306.1757 PKRDAC
vinceldpoker,17267.8940 POKER,17267.8940 PKRDAC
vipokex12345,4.8491 POKER,4.8491 PKRDAC
vvvv55555555,2.0329 POKER,2.0329 PKRDAC
wafflecow123,10221.7671 POKER,10221.7671 PKRDAC
wafoundation,658.5680 POKER,658.5680 PKRDAC
wangjian4124,1.7691 POKER,1.7691 PKRDAC
wangjian22pi,6.6600 POKER,6.6600 PKRDAC
wanghongguib,1.0008 POKER,1.0008 PKRDAC
wanghe113113,4.5856 POKER,4.5856 PKRDAC
wangjy521143,3.3689 POKER,3.3689 PKRDAC
wangjieyy123,821.0889 POKER,821.0889 PKRDAC
wangyufang32,3.5250 POKER,3.5250 PKRDAC
wangwan12345,2.4900 POKER,2.4900 PKRDAC
wangpengpeng,105.3030 POKER,105.3030 PKRDAC
wannengcang1,2.5250 POKER,2.5250 PKRDAC
wangyanfei11,593.7215 POKER,593.7215 PKRDAC
wanjiabing21,5.7657 POKER,5.7657 PKRDAC
wangzherong1,1.2000 POKER,1.2000 PKRDAC
wayunggogogo,1.4296 POKER,1.4296 PKRDAC
wcwcoin55555,7.9356 POKER,7.9356 PKRDAC
wangxiaotie3,12.6044 POKER,12.6044 PKRDAC
warrenfang12,2.0823 POKER,2.0823 PKRDAC
wdzteokv1ylt,14.4000 POKER,14.4000 PKRDAC
weijiahang11,3.8500 POKER,3.8500 PKRDAC
wellcome1234,1.8707 POKER,1.8707 PKRDAC
wealth.x,501.2360 POKER,501.2360 PKRDAC
wdcwdcwdcwdc,1.1840 POKER,1.1840 PKRDAC
weibo1231231,3.2560 POKER,3.2560 PKRDAC
weizhongteh1,1.2742 POKER,1.2742 PKRDAC
wenhaobitpie,5.6476 POKER,5.6476 PKRDAC
wenwuxiucai5,1.1600 POKER,1.1600 PKRDAC
wgs123454315,1.1187 POKER,1.1187 PKRDAC
wh1234555443,1.4938 POKER,1.4938 PKRDAC
weisncweisnc,1035.0374 POKER,1035.0374 PKRDAC
whalegoesfly,1.4721 POKER,1.4721 PKRDAC
whenimissyou,9.9999 POKER,9.9999 PKRDAC
whoamiiamwho,1.0528 POKER,1.0528 PKRDAC
whitewoodeos,10.4460 POKER,10.4460 PKRDAC
whaleofchina,1.2022 POKER,1.2022 PKRDAC
wenrutaishan,1108.0722 POKER,1108.0722 PKRDAC
whenmumprays,5.0001 POKER,5.0001 PKRDAC
william.x,10000.0000 POKER,10000.0000 PKRDAC
whowhatwhere,20.0943 POKER,20.0943 PKRDAC
whosyourgirl,9.0151 POKER,9.0151 PKRDAC
whaleextrust,39600.3030 POKER,39600.3030 PKRDAC
winnerminner,6.1446 POKER,6.1446 PKRDAC
whatiscasino,3.4175 POKER,3.4175 PKRDAC
wisely.game,1.6896 POKER,1.6896 PKRDAC
wizardwizard,1.4080 POKER,1.4080 PKRDAC
wjntothemoon,3.5797 POKER,3.5797 PKRDAC
wigwig123455,6.6197 POKER,6.6197 PKRDAC
wkdxuiszojsf,3.0588 POKER,3.0588 PKRDAC
wmcosy123333,1.3720 POKER,1.3720 PKRDAC
winninetysix,40.5761 POKER,40.5761 PKRDAC
wngksaud1122,1.5437 POKER,1.5437 PKRDAC
woaihefeifei,12.2731 POKER,12.2731 PKRDAC
woojihaneos2,6.6492 POKER,6.6492 PKRDAC
woofwoofwoof,1.4427 POKER,1.4427 PKRDAC
worldbankeos,10.0000 POKER,10.0000 PKRDAC
woshicpf1234,57.8125 POKER,57.8125 PKRDAC
woshizhyidee,1.5977 POKER,1.5977 PKRDAC
woodyplayeos,6.9671 POKER,6.9671 PKRDAC
wry123454321,4.8000 POKER,4.8000 PKRDAC
wsxcftyhn521,6.6600 POKER,6.6600 PKRDAC
wuage2222222,2.0250 POKER,2.0250 PKRDAC
wuhaishengos,14.7173 POKER,14.7173 PKRDAC
wumin2134354,6.0240 POKER,6.0240 PKRDAC
wuha12131415,2.5201 POKER,2.5201 PKRDAC
ww1111111111,2.9190 POKER,2.9190 PKRDAC
wwweosexcom1,1.2216 POKER,1.2216 PKRDAC
wwestonecold,1.4460 POKER,1.4460 PKRDAC
wwweoskincom,1.8000 POKER,1.8000 PKRDAC
wuzhenyanzu2,11.6410 POKER,11.6410 PKRDAC
wx5555555555,1.0200 POKER,1.0200 PKRDAC
wwwesshkledu,1.5410 POKER,1.5410 PKRDAC
wwwwzzzzssss,2.2018 POKER,2.2018 PKRDAC
wxlwallet123,2.6292 POKER,2.6292 PKRDAC
wwweosgovcom,40000.0000 POKER,40000.0000 PKRDAC
wzshun112345,1.9365 POKER,1.9365 PKRDAC
xavelhinha33,5.0000 POKER,5.0000 PKRDAC
xcryptokingx,5.0000 POKER,5.0000 PKRDAC
xellllllllll,1.1360 POKER,1.1360 PKRDAC
xiaodequan12,4.1362 POKER,4.1362 PKRDAC
xhsd55555555,2.5180 POKER,2.5180 PKRDAC
xiaochendev1,1.6625 POKER,1.6625 PKRDAC
xiao12345124,1.2300 POKER,1.2300 PKRDAC
xiaomieos2go,3.0984 POKER,3.0984 PKRDAC
xiaoning4343,1.2960 POKER,1.2960 PKRDAC
xiaohei25252,1.3776 POKER,1.3776 PKRDAC
xhlyxhlyxhly,1136.5387 POKER,1136.5387 PKRDAC
xiaoweizi123,2.9069 POKER,2.9069 PKRDAC
xiaopang1234,2.4000 POKER,2.4000 PKRDAC
xiaoselang11,1067.3428 POKER,1067.3428 PKRDAC
xiaoning3434,1.2400 POKER,1.2400 PKRDAC
xiaonini1314,3.4994 POKER,3.4994 PKRDAC
xiaopengyou5,1.4086 POKER,1.4086 PKRDAC
xiaoxuaneos1,1.8150 POKER,1.8150 PKRDAC
xiaomiandeos,25.4183 POKER,25.4183 PKRDAC
xiaoxiaoxiao,1.4805 POKER,1.4805 PKRDAC
xiaoyangmooo,4.9495 POKER,4.9495 PKRDAC
xiangyu55555,35046.4125 POKER,35046.4125 PKRDAC
xingyuanfa55,1796.4023 POKER,1796.4023 PKRDAC
xmeosxmeosxm,20.5839 POKER,20.5839 PKRDAC
xirurensheng,1.1293 POKER,1.1293 PKRDAC
xiongmao1111,1.1440 POKER,1.1440 PKRDAC
xmzl33333333,4.1007 POKER,4.1007 PKRDAC
xiaozhanghui,1.4063 POKER,1.4063 PKRDAC
xo1234512345,1.3455 POKER,1.3455 PKRDAC
xmxmxmxmxmxm,20.0000 POKER,20.0000 PKRDAC
xp1111111111,2.2550 POKER,2.2550 PKRDAC
xu1212312345,2.0976 POKER,2.0976 PKRDAC
xudijin12345,108.2906 POKER,108.2906 PKRDAC
xjonathanlei,8739.4755 POKER,8739.4755 PKRDAC
xshmfxshyn14,2.0000 POKER,2.0000 PKRDAC
xmissioneos3,4.5000 POKER,4.5000 PKRDAC
xuejian12315,1.8637 POKER,1.8637 PKRDAC
xudawei12312,2.3928 POKER,2.3928 PKRDAC
xueyuan12345,9.8050 POKER,9.8050 PKRDAC
xuemangzidie,1.0000 POKER,1.0000 PKRDAC
xmissiontest,2.3420 POKER,2.3420 PKRDAC
xwfflyxwffly,1.3056 POKER,1.3056 PKRDAC
xujianangou1,1115.0701 POKER,1115.0701 PKRDAC
xushengliang,8.0000 POKER,8.0000 PKRDAC
xvideos.game,1.0564 POKER,1.0564 PKRDAC
xxxbancorxxx,4.0164 POKER,4.0164 PKRDAC
xuyanqing124,3.9105 POKER,3.9105 PKRDAC
xuyixuyi1234,2.3177 POKER,2.3177 PKRDAC
xx4444444444,2.1117 POKER,2.1117 PKRDAC
xufeng233333,28.2041 POKER,28.2041 PKRDAC
xxxxluulxxxx,1.2157 POKER,1.2157 PKRDAC
xzeosyouziqb,1.2142 POKER,1.2142 PKRDAC
xzoemcgintyx,566.9771 POKER,566.9771 PKRDAC
xmcatboy4444,48400.7344 POKER,48400.7344 PKRDAC
xusl12341234,524.2264 POKER,524.2264 PKRDAC
y123t123h123,1.3059 POKER,1.3059 PKRDAC
y12345123455,10.0000 POKER,10.0000 PKRDAC
yangmaodashi,1.0000 POKER,1.0000 PKRDAC
yanghaihui11,14.1870 POKER,14.1870 PKRDAC
yangkuangzhu,763.9908 POKER,763.9908 PKRDAC
yangyang3113,101.7135 POKER,101.7135 PKRDAC
yahaha2damun,331.6985 POKER,331.6985 PKRDAC
yanleideeos1,1.5924 POKER,1.5924 PKRDAC
yanzhang1234,296.4242 POKER,296.4242 PKRDAC
yekai1234321,9.1355 POKER,9.1355 PKRDAC
yect12341234,1.9163 POKER,1.9163 PKRDAC
yawnwang1111,6.7590 POKER,6.7590 PKRDAC
yaohanyan111,2.2381 POKER,2.2381 PKRDAC
yanyu12345xl,2.7681 POKER,2.7681 PKRDAC
yaohanhuieos,1.1307 POKER,1.1307 PKRDAC
yanzhonglin1,5.3121 POKER,5.3121 PKRDAC
yaoyaoxll123,2.8124 POKER,2.8124 PKRDAC
yanwenhui522,2.5289 POKER,2.5289 PKRDAC
yeqiancheng5,2.9151 POKER,2.9151 PKRDAC
yhb112233445,8.0316 POKER,8.0316 PKRDAC
yexxxxxxxxxl,5.5000 POKER,5.5000 PKRDAC
yaochenliang,73.7079 POKER,73.7079 PKRDAC
yibey1234512,6.6036 POKER,6.6036 PKRDAC
yhboo1111323,1.2160 POKER,1.2160 PKRDAC
ygsjcndv2121,1.0000 POKER,1.0000 PKRDAC
yexin555chen,100.6975 POKER,100.6975 PKRDAC
yipeng121314,1.1142 POKER,1.1142 PKRDAC
ylcjdr1314tt,4.5228 POKER,4.5228 PKRDAC
yongdongeos1,431.5907 POKER,431.5907 PKRDAC
yokosoeos123,3.2478 POKER,3.2478 PKRDAC
ylcjdrtt1314,4.2411 POKER,4.2411 PKRDAC
yonseiuniv15,153.4937 POKER,153.4937 PKRDAC
youcantseeme,1.4780 POKER,1.4780 PKRDAC
yonsei.x,14.3666 POKER,14.3666 PKRDAC
youngprof134,5.0001 POKER,5.0001 PKRDAC
youlingli111,4930.4564 POKER,4930.4564 PKRDAC
yourmajesty1,1157.9026 POKER,1157.9026 PKRDAC
yourboss1155,2.6257 POKER,2.6257 PKRDAC
yourboss1134,2.9645 POKER,2.9645 PKRDAC
yourboss1111,1.1858 POKER,1.1858 PKRDAC
yourboss1133,1.4399 POKER,1.4399 PKRDAC
yourboss1141,1.6940 POKER,1.6940 PKRDAC
yourboss1123,1.3552 POKER,1.3552 PKRDAC
ypwtryrz5252,1.0353 POKER,1.0353 PKRDAC
ystopkm12345,2.4702 POKER,2.4702 PKRDAC
yourboss1145,1.1011 POKER,1.1011 PKRDAC
yourboss1115,1.3552 POKER,1.3552 PKRDAC
yourboss1151,1.6940 POKER,1.6940 PKRDAC
yourboss1125,1.1011 POKER,1.1011 PKRDAC
yourboss1135,2.3716 POKER,2.3716 PKRDAC
yourboss1153,2.0328 POKER,2.0328 PKRDAC
yourboss1113,1.4399 POKER,1.4399 PKRDAC
yubinglin331,2.3943 POKER,2.3943 PKRDAC
yuankuo11111,6085.9798 POKER,6085.9798 PKRDAC
yourboss1124,1.3552 POKER,1.3552 PKRDAC
yuanyuan1212,6.4937 POKER,6.4937 PKRDAC
yourboss1112,1.2705 POKER,1.2705 PKRDAC
ysyslovebaby,2.4266 POKER,2.4266 PKRDAC
yourboss1143,2.0328 POKER,2.0328 PKRDAC
yourboss1114,1.2705 POKER,1.2705 PKRDAC
yudongbi5555,1.1270 POKER,1.1270 PKRDAC
yourboss1154,1.5246 POKER,1.5246 PKRDAC
yuialessandr,1.9669 POKER,1.9669 PKRDAC
ywh222222222,581.0231 POKER,581.0231 PKRDAC
yyffffffffff,1.0688 POKER,1.0688 PKRDAC
yyy123454321,203.2500 POKER,203.2500 PKRDAC
yyyyyyeleven,2.7500 POKER,2.7500 PKRDAC
ywy222222222,2225.1027 POKER,2225.1027 PKRDAC
yywymsdhs515,1.1161 POKER,1.1161 PKRDAC
zbeosqianbao,1.0000 POKER,1.0000 PKRDAC
yy1215hh1215,9.3750 POKER,9.3750 PKRDAC
zcy111111555,6.1296 POKER,6.1296 PKRDAC
zengyan12345,3.2500 POKER,3.2500 PKRDAC
zengxxzengxx,16.7106 POKER,16.7106 PKRDAC
zgblockchain,1.8540 POKER,1.8540 PKRDAC
zggcdwaneoss,1.7717 POKER,1.7717 PKRDAC
zenzenzen222,11.6379 POKER,11.6379 PKRDAC
zenzenzen111,5.4012 POKER,5.4012 PKRDAC
zengshihong1,3469.0426 POKER,3469.0426 PKRDAC
zhangjianpin,122.0469 POKER,122.0469 PKRDAC
zhangning252,7057.3479 POKER,7057.3479 PKRDAC
zhangqyzhang,1.1923 POKER,1.1923 PKRDAC
zhangjunxiao,1015.1712 POKER,1015.1712 PKRDAC
zhanghaitao5,3.5792 POKER,3.5792 PKRDAC
zhangjun1523,5.0344 POKER,5.0344 PKRDAC
zengshaowww1,1.9996 POKER,1.9996 PKRDAC
zhanglong123,1.2534 POKER,1.2534 PKRDAC
zhangyingxin,4.1782 POKER,4.1782 PKRDAC
zhangyang333,1.5000 POKER,1.5000 PKRDAC
zhaobin11111,477.8006 POKER,477.8006 PKRDAC
zhanghuiyezi,5.5255 POKER,5.5255 PKRDAC
zhaoqianmei1,1.3325 POKER,1.3325 PKRDAC
zhejiang5525,6.2744 POKER,6.2744 PKRDAC
zhaodaye1d11,556.3029 POKER,556.3029 PKRDAC
zhaoguoshuai,246.0413 POKER,246.0413 PKRDAC
zhengxiaoli1,742.8562 POKER,742.8562 PKRDAC
zhcdmzszhcbb,3.0000 POKER,3.0000 PKRDAC
zhenliu11111,1.0000 POKER,1.0000 PKRDAC
zhifuzhifu11,1.3564 POKER,1.3564 PKRDAC
zhongqinxing,2741.8905 POKER,2741.8905 PKRDAC
zhoupeng1234,4.0000 POKER,4.0000 PKRDAC
zhoupeng2345,4.5000 POKER,4.5000 PKRDAC
zhoupeng5321,3.0000 POKER,3.0000 PKRDAC
zhizunheitie,1.2103 POKER,1.2103 PKRDAC
zhongguolang,1.2342 POKER,1.2342 PKRDAC
zhongchouico,1.0000 POKER,1.0000 PKRDAC
zhoupeng5432,3.0000 POKER,3.0000 PKRDAC
zhoupeng4321,3.0000 POKER,3.0000 PKRDAC
zhouheiyamm1,1.1402 POKER,1.1402 PKRDAC
zhoupeng1235,2.0000 POKER,2.0000 PKRDAC
zhaozhiyong1,35.5233 POKER,35.5233 PKRDAC
zhouwei54321,2.1250 POKER,2.1250 PKRDAC
zhuke.e,4.9977 POKER,4.9977 PKRDAC
zjd5aniwmjhb,6.5774 POKER,6.5774 PKRDAC
zhuzhuaaaaa1,3.0737 POKER,3.0737 PKRDAC
zhouyan12345,7.2008 POKER,7.2008 PKRDAC
zkiam313bmws,2591.1248 POKER,2591.1248 PKRDAC
zmlmxcmxyihe,3.4511 POKER,3.4511 PKRDAC
